[2013-01-16 14:40:20,699]DEBUG   811[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,781]DEBUG   893[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-156.421}
[2013-01-16 14:40:20,781]DEBUG   893[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-324}
[2013-01-16 14:40:20,781]DEBUG   893[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,782]DEBUG   894[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57317}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57303}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57266}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{1}, COSFloat{-3.5734}, COSString{3}, COSFloat{-3.5734}, COSString{5}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }]}
[2013-01-16 14:40:20,782]DEBUG   894[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,783]DEBUG   895[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{306.591}
[2013-01-16 14:40:20,783]DEBUG   895[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,783]DEBUG   895[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,783]DEBUG   895[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{6}, COSFloat{-3.57193}, COSString{3}, COSFloat{-3.57193}, COSString{.}, COSFloat{-3.57193}, COSString{0}, COSFloat{-3.57193}, COSString{6}, COSFloat{600.001}]}
[2013-01-16 14:40:20,783]DEBUG   895[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,784]DEBUG   896[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{ET}
[2013-01-16 14:40:20,784]DEBUG   896[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Q}
[2013-01-16 14:40:20,784]DEBUG   896[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Q}
